"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51307","UCIAMS-216762",45600,48300,43800
"51320","UCIAMS-169877",15500,15600,15300
"51324","UCIAMS-169878",10300,10500,10200
"51323","UCIAMS-135093",6600,6600,6500
"51319","UCIAMS-135091",5400,5500,5300
"51314","UCIAMS-172366",3500,3600,3400
"51308","UCIAMS-135090",3100,3200,3000
"51312","UCIAMS-172357",1700,1700,1600
"51316","UCIAMS-172368",1300,1400,1300
"51321","UCIAMS-172353",1100,1200,1000
"51309","UCIAMS-172354",900,1000,800
"51317","UCIAMS-169876",700,800,700
"51322","UCIAMS-172350",600,700,600
"51318","UCIAMS-172352",600,700,600
"51315","UCIAMS-172367",600,700,500
"51313","UCIAMS-172358",600,700,500
"51311","UCIAMS-172356",500,500,400
"51310","UCIAMS-172355",500,500,400
