"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8788,"SI-1762",404,514,274
8796,"SI-2270",2834,2984,2744
8795,"SI-1767",2604,2764,2404
8794,"SI-1766",1944,2124,1774
8793,"SI-1764",1614,1734,1454
8792,"SI-1765",1374,1514,1304
8791,"SI-2264",1114,1254,974
8790,"SI-2263",1094,1264,934
8799,"SI-2269",7094,7414,6814
8798,"SI-1769",7084,7244,6954
8797,"SI-2267",6804,7134,6514
8801,"SI-1770",7694,7844,7584
8805,"SI-1768",8744,8964,8604
8804,"SI-1773",8734,8964,8554
8803,"SI-1771",8724,8964,8524
8809,"SI-1774",10714,11054,10444
8808,"SI-1775",10034,10194,9794
8807,"SI-2265",10004,10184,9714
8806,"SI-2268",9994,10174,9724
