"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8291,"SI-5287",6624,6854,6424
8292,"Beta-1124",6494,6694,6314
8293,"Beta-1125",6474,6674,6304
8294,"Beta-1123",2204,2354,2014
8295,"SI-5292",1494,1684,1364
8296,"SI-5651",9194,9444,8874
8297,"SI-5288",8474,8914,8184
8298,"SI-5290",8204,8364,8034
8299,"SI-5652",8004,8204,7814
8300,"SI-5653",5944,6184,5714
8301,"SI-5291",4924,5264,4614
8302,"Beta-5752",17724,18354,17094
8303,"Beta-5289",12454,12704,12004
8304,"Beta-1128",7174,7624,6664
8305,"Beta-1126",6994,7404,6554
