"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
9800,"Beta-4276",194,414,14
9799,"Beta-2525",184,384,14
9807,"Beta-4280",964,1204,754
9805,"Beta-4275",994,1164,824
9803,"Beta-2524",754,894,684
9806,"Beta-4279",704,774,664
9804,"Beta-2526",584,654,504
9808,"Beta-4283",554,644,464
9809,"Beta-4272",2994,3164,2834
9812,"Beta-4274",3824,4024,3654
9811,"Beta-4273",3774,3974,3594
9810,"Beta-4271",3334,3534,3104
9813,"Beta-4282",2994,3214,2804
