"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8985,"A-1770",16200,17300,15000
8986,"WSU-1925",1900,2300,1600
8987,"WSU-1933",1100,1300,900
8989,"WSU-1929",13900,14600,13500
8988,"WSU-1934",13800,14000,13500
8992,"WSU-1928",17400,18000,16900
8991,"A-1764",17300,17800,16900
8990,"A-1564",17000,17400,16500
8994,"A-1608",18600,19000,18200
8993,"A-1607",18500,18800,18200
8995,"A-1603",21200,21800,20700
8998,"WSU-1935",21000,21500,20600
8997,"A-1760",21000,21800,20200
8996,"A-1768",21000,21800,20100
8999,"A-1606",23100,23800,22400
9000,"A-1604",27000,27800,26200
9001,"A-1769",26900,27600,26200
9003,"USGS-197",38300,40400,36500
9002,"A-1605",36300,40200,32200
