"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
29152,"AA-17601",13414,13674,13194
29153,"CAMS-8261",13374,13494,13234
29155,"CAMS-7204",12974,13104,12814
29156,"CAMS-9898",19084,19294,18954
29157,"Beta-67690",19084,19294,18954
29154,"CAMS-7203",11074,11224,10924
29158,"CAMS-5358",12134,12444,11874
29160,"UGa-6256 D",12164,12794,11304
29161,"WSU-4263",12134,12464,11804
29162,"WSU-4019",12344,12934,11954
29159,"CAMS-8261",13304,13424,13194
29164,"WSU-4265",13284,13444,13054
29165,"WSU-4262",13334,13484,13194
29163,"UGa-6257 D",12984,13394,12574
29166,"WSU-4364",13654,14024,13344
29167,"WSU-4351",13654,14014,13344
