"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10787,"SMU-331",3554,3684,3464
10798,"SMU-727",8804,8984,8634
10797,"SMU-78",8694,8964,8494
10796,"SMU-735",8534,8774,8414
10795,"SMU-736",8424,8574,8244
10794,"SMU-193",8284,8394,8114
10793,"SMU-726",8114,8294,7994
10792,"SMU-812",8014,8184,7854
10791,"SMU-557",7904,8024,7764
10790,"SMU-819",7744,7904,7624
10789,"SMU-505",7474,7744,7174
10788,"SMU-235",3274,3374,3114
10799,"SMU-238",3054,3184,2934
10804,"SMU-236",2254,2494,2114
10803,"SMU-554",2194,2394,2014
10802,"SMU-537",1994,2124,1874
10801,"SMU-234",1934,2044,1834
10800,"SMU-538",1884,2034,1734
10805,"SMU-327",1324,1384,1264
10806,"SMU-237",334,454,24
