"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8939,"AA-1123",13714,13984,13524
8940,"A-3296",13704,13994,13504
8938,"A-3212",13684,14004,13334
8955,"A-3213",15094,15424,14674
8954,"AA-1120",15114,15424,14704
8953,"A-3298",14924,15254,14434
8952,"AA-1117",14954,15214,14514
8951,"AA-1116",14944,15214,14494
8950,"AA-1121",14914,15174,14464
8949,"AA-1124",14924,15144,14514
8948,"AA-1109",14844,15104,14374
8947,"AA-1112",14864,15204,14344
8946,"AA-1119",14824,15084,14354
8945,"A-3297",14844,15164,14334
8944,"AA-1122",14794,15054,14324
8943,"AA-1110",14784,15024,14324
8942,"AA-1114",14784,15044,14284
8941,"AA-1113",14764,15034,14184
8957,"GX-9371",16014,17354,14974
8956,"AA-1111",15694,16384,15004
