"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53951","Y-2609",5704,5924,5504
"53952","GSC-1403",5394,5604,5054
"53935","I-3788",4874,5234,4584
"53939","GrA-6478",4744,4854,4614
"53940","GrA-6479",4704,4824,4554
"53945","GrA-6526",4694,4824,4544
"53941","GrA-6495",4694,4824,4544
"53947","GrA-6666",4674,4814,4534
"53943","GrA-6501",4674,4814,4534
"53946","GrA-6527",4624,4804,4464
"53944","GrA-6525",4474,4604,4334
"53942","GrA-6496",4474,4604,4334
"53953","I-4678",4374,4764,4054
"53938","AA-33920",4224,4384,4114
"53937","AA-29482",4234,4394,4074
"53936","AA-33919",4154,4284,4014
"53949","I-4682",4034,4274,3844
"53950","I-4677",3704,3904,3514
"53948","Y-2608",3664,3824,3494
"53954","I-4380",3704,4094,3404
