"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
53807,"OxA-9767",52800,54800,50000
53803,"OxA-9260",50000,54300,46100
53815,"TEMP27",45300,46900,44400
53808,"AA26796",46200,53600,41700
28336,"AA-17509",41200,42100,40000
53811,"AA26797",40900,46000,37500
53810,"AA26793",39800,43600,36600
53814,"AA26786",38600,41800,35900
53806,"OxA-9799",14400,14900,14200
28337,"SI-839",25500,28500,23200
28338,"SI-842",34700,42000,30800
28340,"QC-661",21800,23000,20700
28341,"QC-660",25700,28300,23700
53813,"AA26855",25400,25900,24600
53809,"AA26850",25100,25800,24400
53812,"AA26811",16000,16400,15700
28342,"QC-667",28700,38200,24600
28343,"QC-672",36400,52800,25700
