"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10814,"SMU-447",1424,1544,1324
10812,"SMU-446",1354,1464,1304
10813,"SMU-438",1304,1384,1194
10815,"SMU-474",1114,1284,864
10816,"ISGS-48",12104,13234,11014
10817,"M-2333",11964,12664,11204
10823,"SMU-465",2554,2854,2354
10821,"SMU-448",2554,2724,2384
10818,"SMU-454",2404,2664,2184
10819,"SMU-478",2234,2364,2104
10820,"SMU-439",2054,2284,1894
10822,"SMU-455",1934,2214,1724
10826,"SMU-451",3734,3914,3604
10825,"SMU-524",3684,3814,3584
10824,"SMU-510",3654,3814,3504
10828,"M-2281",5934,6244,5654
10829,"SMU-459",5904,6194,5654
10827,"M-2332",5904,6314,5494
10830,"ISGS-35",7164,8254,6164
10832,"GAK-1170",8804,9234,8554
10833,"GAK-1172",8294,8584,8034
10835,"SMU-507",8134,8594,7744
10834,"SMU-502",8024,8304,7764
10831,"GAK-1171",7904,8174,7674
10836,"A-868A",8894,9374,8544
10837,"M-1900",8874,9334,8514
10838,"SMU-461",8844,9134,8594
