"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10677,"Beta-34299",10484,11134,9794
10678,"Beta-23427",10014,10944,9194
10679,"Beta-23424",9724,10044,9564
10680,"Beta-18235",9204,9944,8584
10681,"Beta-23426",9074,9394,8704
10682,"Beta-34298",8484,8764,8274
10683,"Beta-18236",7964,8204,7714
10684,"Beta-18234",7234,7414,6994
10685,"Beta-34297",6864,7154,6614
10686,"Beta-34296",6744,6954,6534
10687,"Beta-18233",6664,6894,6454
10688,"Beta-18232",6104,6314,5914
10690,"Beta-36439",5434,5574,5174
10689,"Beta-18231",5124,5394,4894
10691,"Beta-32647",4454,4774,4204
10692,"Beta-23425",4314,4504,4114
10693,"Beta-20719",3984,4264,3724
10694,"Beta-32646",3254,3424,3034
10695,"Beta-23423",1424,1544,1314
