"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51626","BETA-34081",2894,3114,2774
"51627","BETA-34077",2844,2994,2744
"51634","BETA-34076",2784,2944,2514
"51637","BETA-27421",2714,2794,2504
"51635","BETA-34073",2634,2874,2384
"51639","BETA-34083",2634,2834,2414
"51640","BETA-34082",2614,2924,2304
"51633","BETA-27423",2584,2724,2414
"51636","BETA-34079",2544,2724,2364
"51638","BETA-34072",2534,2734,2314
"51628","BETA-34080",2354,2674,2144
"51629","BETA-34078",2194,2314,2024
"51630","BETA-27422",1564,1704,1414
"51631","BETA-34074",1534,1784,1354
"51632","BETA-34075",1334,1524,1154
