"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"50710","AA-16831",43800,45500,42800
"50709","AA-33782",42900,45200,40500
"50708","AA-33791",42900,45200,40300
"50707","AA-33198",42700,45100,39900
"50706","AA-33194",42400,45000,39400
"50705","SR-5476",42300,42700,41800
"50704","AA-33795",42100,44500,39700
"50703","SR-5168",41800,42300,41200
"50702","AA-33781",41400,44300,38200
"50701","AA-15227",40500,41700,39300
"50700","AA-44442",39200,43700,35100
"50699","AA-33191",38600,41600,36000
"50697","AA-33192",38300,41300,35600
"50698","AA-21565",38200,42500,34600
"50696","AA-22883",37300,41800,33700
"50695","AA-33792",36900,41000,33700
"50694","AA-21570",34400,35100,33700
"50693","AA-21569",33100,34000,32100
"50692","AA-33796",32100,33600,31100
"50690","AA-32123",32000,35800,29500
"50691","AA-33783",31100,32700,30100
"50689","AA-33193",30900,32300,30000
"50688","AA-36643",30400,31200,29300
"50687","AA-36665",28400,29400,27700
"50686","AA-21566",28000,29500,26600
"50684","AA-37867",27700,29400,26300
"50682","AA-33786",27600,28500,26700
"50681","AA-36645",27500,28700,26400
"50679","AA-33787",26800,27300,26300
"50676","AA-44444",26500,27200,25900
"50677","AA-37875",27200,39500,21700
"50675","AA-36668",25200,26000,24200
"50674","AA-36651",25100,26400,23900
"50671","AA-36657",25000,25700,24300
"50670","AA-36646",25000,25900,24000
"50669","CAMS-33980",25000,25200,24700
"50668","AA-33784",24800,25800,23900
"50667","AA-36664",24800,26200,23500
"50666","AA-33197",24800,25500,24100
"50665","AA-36660",24700,26000,23500
"50664","AA-36667",24500,25300,23900
"50663","AA-33785",24400,25000,23900
"50662","AA-33790",24400,25300,23400
"50661","AA-33789",24300,24900,23800
"50660","AA-22884",24300,25300,23300
"50659","AA-33788",23900,24700,23200
"50658","AA-33793",23500,24100,23000
"50657","AA-36666",23300,23800,22800
"50656","AA-33794",23200,23700,22700
"50655","AA-18450R",23100,23700,22600
"50654","AA-36659",22900,23700,22400
"50653","AA-36658",22800,23500,22400
"50652","AA-36662",22800,23600,22200
"50649","AA-37878",22000,22400,21500
"50651","AA-37874",21600,22600,20700
"50648","AA-44445",21600,22200,21000
"50650","AA-37873",20700,21300,20300
"50678","AA-36661",17700,18700,16700
"50683","AA-21564",16600,17200,16000
"50685","AA-36649",15200,15600,14600
"50680","AA-21567",13200,13400,13100
"50673","CAMS-42381",12100,12500,11900
"50672","AA-33780",11700,12400,11300
"50645","CAMS-42382",6600,6700,6500
"50646","CAMS-31069",6000,6200,5900
"50647","CAMS-31068",4500,4600,4300
"50644","AA-21568",2000,2300,1800
