"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7963,"UCR--1490",604,704,534
7962,"UCR--1335",434,504,324
7965,"UCR-1314",2434,2684,2204
7964,"UCR-1331",2214,2514,1904
7971,"UCR-1321",3294,3444,3154
7967,"UCR-1320",3284,3424,3134
7970,"UCR-1327",3264,3444,3034
7969,"UCR-1496",3264,3424,3084
7968,"UCR-1495",3254,3384,3084
7966,"UCR-1316",3114,3324,2844
7976,"UCR-1328",4154,4594,3904
7975,"UCR-1323",4034,4374,3784
7974,"UCR-1325",3964,4244,3684
7973,"UCR-1326",3954,4234,3674
7972,"UCR-1324",3914,4084,3714
