"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52599","Beta-10087",26974,27144,26494
"52612","Beta-10088",2594,2754,2394
"52604","Beta-5640",2224,2334,2064
"52613","Beta-5641",2124,2314,1954
"52601","Beta-10090",2124,2304,1994
"52600","Beta-10089",2124,2304,1994
"52597","Beta-10085",2094,2294,1964
"52598","Beta-10086",2024,2204,1884
"52602","Beta-10091",2004,2144,1874
"52614","Beta-5649",1994,2274,1774
"52610","Beta-5646",1954,2114,1794
"52605","Beta-5645",1954,2094,1824
"52603","Beta-5639",1954,2094,1824
"52608","Beta-5642",1904,2064,1754
"52615","Beta-10079",1874,2194,1624
"52611","Beta-10081",1854,2034,1714
"52609","Beta-5644",1774,1924,1624
"52606","Beta-5647",1764,1894,1634
"52596","Beta-10084",1614,1714,1494
"52607","Beta-5648",1604,1714,1474
"52595","Beta-5643",1524,1674,1424
