"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10073,"Beta-8360",12444,12694,12014
53048,"UCIAMS-163506",4734,4824,4644
53140,"Beta-011558",4674,4824,4504
10074,"Beta",3704,3854,3534
53146,"Beta-011559",3654,3844,3484
53057,"UGAMS-41970",3294,3354,3214
53056,"UGAMS-41969",3244,3334,3174
53074,"UCIAMS-149020",9084,9244,9024
53073,"UCIAMS-149019",8884,8994,8734
10075,"Beta",4594,4804,4444
10077,"TEMP280",11784,12164,11414
53145,"Beta-058857",11484,11744,11284
10076,"TEMP279",11494,11814,11254
10078,"Beta",11104,11394,10774
53172,"Beta-011905",11034,11344,10724
53055,"UCIAMS-176668",10934,11094,10784
53157,"Beta-015089",10754,11094,10504
10079,"Beta",10724,11074,10474
53050,"UCIAMS-176666",10464,10554,10374
53071,"UCIAMS-149024",10384,10494,10284
53070,"UCIAMS-149023",10364,10484,10274
53081,"UCIAMS-143530",10364,10484,10264
53080,"UCIAMS-143529",10354,10484,10264
53107,"UCIAMS-143533",10134,10204,9944
53083,"UCIAMS-149022",10044,10174,9924
53052,"UCIAMS-176669",9904,10114,9774
53053,"UCIAMS-153342",9894,10114,9754
53051,"UCIAMS-176667",9704,9874,9584
53049,"UCIAMS163505",8524,8584,8454
10080,"Beta-15088",14284,14784,14074
10083,"Beta",14174,14724,13934
10082,"Beta",13654,13804,13504
10084,"Beta-15090",13644,13784,13494
10081,"Beta",12644,12724,12504
53175,"Beta-021751",22084,22424,21464
10086,"Beta",22074,22414,21464
53165,"Beta-116503",18704,18864,18344
53167,"Beta-116506",18484,18744,18294
53171,"Beta-116507",18474,18674,18234
53174,"Beta-116502",18154,18604,17634
53160,"AA-007455",17864,18154,17484
53164,"Beta-116501",17794,18124,17454
53122,"UCIAMS-141953",17694,17884,17484
53159,"Beta-116505",17474,17814,17154
53166,"Beta-116504",17274,17694,17054
53127,"UCIAMS-141960",16974,17064,16774
53094,"UCIAMS-141950",16804,16954,16634
53173,"Beta-116498",16754,17234,16294
53155,"Beta-129551",16724,16984,16424
53125,"UCIAMS-149044",16454,16594,16334
53096,"UCIAMS-141955",16404,16534,16294
53121,"UCIAMS-141947",16194,16314,16054
53134,"Beta-118908",15734,15894,15604
53123,"UCIAMS-141961",15684,15804,15554
53075,"UCIAMS-127305",15604,15714,15444
53095,"UCIAMS-141954",15584,15704,15404
53143,"Beta-118586",15474,15664,15294
53098,"UCIAMS-141959",15044,15144,14934
53151,"AA-008759",14894,15184,14384
53109,"UCIAMS-143537",14954,15084,14624
53097,"UCIAMS-141958",14704,14964,14484
53064,"UCIAMS-127303",14704,14964,14504
53153,"Beta-116493",14664,15054,14274
53114,"UCIAMS-149042",14644,14934,14374
53154,"Beta-116499",14634,15024,14244
53079,"UCIAMS-141942",14584,14874,14354
53077,"UCIAMS-141938",14584,14874,14354
53110,"UCIAMS-143538",14564,14864,14334
53104,"UCIAMS-141939",14564,14864,14334
53066,"UCIAMS-141948",14554,14854,14344
53065,"UCIAMS-141940",14554,14854,14344
53059,"UCIAMS-127302",14544,14844,14334
53170,"Beta-116500",14584,15034,14154
53082,"UCIAMS-143535",14534,14834,14334
53069,"UCIAMS-141957",14534,14834,14334
