"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"8143","WIS-497",864,954,804
"8145","WIS-500",864,954,804
"8144","WIS-473",864,954,804
"8146","WIS-511",864,954,804
"8147","WIS-461",864,944,804
"8148","WIS-464",854,944,794
"8149","WIS-480",854,944,794
"8151","WIS-463",854,924,774
"8150","WIS-482",854,924,774
"8153","WIS-456",844,914,754
"8152","WIS-468",844,924,754
"8154","WIS-505",844,914,754
"8155","WIS-496",834,914,734
"8156","WIS-469",804,904,714
"8157","WIS-453",774,894,694
