"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52202","WIS-846",784,884,734
"52205","WIS-1776",774,874,714
"52199","WIS-841",774,874,714
"52204","WIS-1775",764,874,704
"52200","WIS-842",764,874,704
"52198","WIS-434",764,874,704
"52197","WIS-423",744,834,694
"52208","GX-7037",744,854,664
"52207","GX-7034",744,854,664
"52203","WIS-849",724,784,674
"52201","WIS-845",714,774,664
"52210","GX-7036",734,824,634
"52206","GX-7038",714,784,614
"52209","GX-7035",684,774,594
