"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51255","UCIAMS-223518",50700,53800,48300
"51256","UCIAMS-223519",50600,53800,48100
"51276","UCIAMS-111962",49500,53300,46300
"51260","UCIAMS-198296",49700,53200,47000
"51277","UCIAMS-112121",48600,52700,45500
"51274","TEMP224",45900,48100,44600
"51275","UCIAMS-115588",45400,48700,43500
"51269","UCIAMS-112120",44000,46200,42700
"51270","UCIAMS-111964",43800,45700,42700
"51267","UCIAMS-114091",42800,44100,42200
"51263","UCIAMS-223522",42500,43100,42100
"51254","UCIAMS-223517",41700,42200,41200
"51272","UCIAMS-198295",37800,39000,36900
"51257","UCIAMS-223520",33200,33700,32400
"51271","UCIAMS-198297",32900,33600,32200
"51268","UCIAMS-223524",32100,32900,31800
"51252","UCIAMS-223515",31300,31600,31100
"51253","UCIAMS-223516",31100,31200,30800
"51265","UCIAMS-223587",31000,31100,30900
"51259","UCIAMS-198298",30600,30900,30300
"51262","UCIAMS-223513",30100,30400,30000
"51264","UCIAMS-198208",30000,30200,29600
