"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"10609","Beta-23416",1844,2114,1604
"10604","Beta-16936",1494,1674,1364
"10612","Beta-23892",1344,1414,1304
"10602","Beta-16934",1264,1374,1104
"10611","Beta-23891",1244,1374,1084
"10613","Beta-23893",1124,1264,994
"10610","Beta-23890",874,1044,754
"10605","Beta-16937",854,974,744
"10608","Beta-23415",834,914,744
"10606","Beta-23413",774,904,684
"10603","Beta-16935",774,914,684
"10607","Beta-23414",644,774,544
