"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8188,"UCR--492",7400,7700,7100
8187,"UCLA-1877b",7300,7500,7100
8199,"UCLA-1877E",9300,9700,8800
8197,"UCR--605",9200,9600,8700
8196,"WIS-890",8600,8800,8500
8195,"WIS-886",8500,8600,8300
8194,"UCLA-1877d",8300,8500,8100
8192,"UCLA-1877C",8200,8400,8100
8193,"WIS-882",8200,8400,8100
8191,"WIS-891",8000,8200,7900
8190,"UCR--491",7900,8100,7600
8205,"I-7783",9400,10700,8400
8202,"UCLA-1877F",9500,10000,9200
8204,"UCR--490",9400,9900,9000
8201,"URC-604",9200,9600,8600
