"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
19890,"Beta 130828",394,484,324
19891,"Beta 130827",394,484,324
19885,"Beta 130829",394,474,314
19888,"Beta 130826",394,464,304
19889,"Beta 127833",594,654,534
19896,"Beta127834",374,474,164
19886,"Beta 130824",194,294,24
19887,"Beta 127832",194,294,24
19892,"Beta 130822",314,434,164
19897,"Beta 127837",304,424,154
19893,"Beta 130823",274,394,44
19895,"Beta 127836",224,314,34
19894,"Beta 127835",224,284,44
