"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
53721,"S-1798",8900,11500,7100
21217,"S-1795",3500,3700,3300
21218,"S-1794",3500,3700,3300
53723,"S-2389",3400,3700,3200
53713,"S-1796",3400,3600,3200
53717,"S-2388",3100,3400,2900
53719,"S-2390",2200,2700,1700
53715,"S-1793",1200,1300,1000
53716,"S-1790",800,900,700
53714,"S-1791",700,800,600
53722,"S-1792",400,600,-100
53720,"S-2387",6200,6700,5800
53718,"S-1797",4900,5300,4500
53724,"S-2392",4900,5500,4300
