"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52948","UCIAMS-136743",48400,50600,46500
"52944","ACRF815",48000,50500,45800
"28182","CAMS-119954",48000,50500,45800
"28156","UCIAMS-169859",48100,50500,45900
"52969","TEMP215",47900,50400,45700
"28168","UCIAMS-173031",47800,49600,46300
"52618","UCIAMS-216769",45800,48300,44000
"52617","UCIAMS-216768",44100,45900,43000
"52616","UCIAMS-216770",40900,41700,40000
"52943","684",20100,20200,20000
"28183","CAMS",20100,20200,20000
"28170","UCIAMS-173033",3100,3200,3100
"52966","UCIAMS-HC 6912E",2900,3000,2800
"28136","UCIAMS-167046",2900,3000,2800
"28163","UCIAMS-172371",2800,2800,2700
"52951","UCIAMS-137679",2600,2700,2400
"52952","UCIAMS-137686",2500,2700,2400
"28179","UCIAMS-173044",2400,2500,2400
"28164","UCIAMS-172345",2400,2500,2400
"28162","UCIAMS-172370",2400,2500,2300
"52949","UCIAMS-136747",2400,2500,2300
"28165","UCIAMS-172346",2400,2400,2300
"52946","UCIAMS-136741",2400,2400,2300
"28180","UCIAMS-173047",2400,2400,2200
"28178","UCIAMS-173042",2300,2400,2200
"28172","UCIAMS-173036",2300,2400,2200
"52950","UCIAMS-136748",2200,2300,2100
"52947","UCIAMS-136742",2200,2300,2100
"52958","UCIAMS-HC 6457E",2200,2300,2100
"28128","UCIAMS-167035",2200,2300,2100
"28175","UCIAMS-173039",1600,1700,1500
"28160","UCIAMS-169861",1200,1300,1100
"52945","UCIAMS-1359933",1100,1200,1000
"28155","UCIAMS-169855",1100,1100,1000
"28150","UCIAMS-169870",800,800,700
"28161","UCIAMS-172369",700,800,600
"52955","UCIAMS-HC 6448E",700,800,600
"28138","UCIAMS-169849",700,800,600
"28167","UCIAMS-173030",700,800,600
"52964","UCIAMS-HC 6463E",700,700,600
"28134","UCIAMS-167041",700,700,600
"52960","UCIAMS-HC 6459E",600,700,600
"28130","UCIAMS-167037",600,700,600
"52965","UCIAMS-HC 6464E",600,700,600
"28135","UCIAMS-167042",600,700,600
"52967","UCIAMS-HC 7121E",600,700,600
"28140","UCIAMS-169852",600,700,600
"52968","UCIAMS-HC 7122E",600,700,500
"28141","UCIAMS-169853",600,700,500
"52954","UCIAMS-HC 6447E",600,700,500
"28137","UCIAMS-169848",600,700,500
"28166","UCIAMS-172348",600,700,500
"28159","UCIAMS-169869",600,700,500
"28171","UCIAMS-173035",600,700,500
"28143","UCIAMS-169851",600,700,500
"28151","UCIAMS-169871",600,700,500
"28147","UCIAMS-169863",600,600,500
"28177","UCIAMS-173041",600,600,500
"28148","UCIAMS-169864",600,600,500
"52953","UCIAMS-HC 15111E",500,600,500
"28142","UCIAMS-169874",500,600,500
"28176","UCIAMS-173040",500,600,500
"28154","UCIAMS-169854",500,600,400
"28144","UCIAMS-169856",500,500,400
"52956","UCIAMS-HC 6449E",400,500,400
"28139","UCIAMS-169850",400,500,400
"52962","UCIAMS-HC 6461E",400,500,400
"52959","UCIAMS-HC 6458E",400,500,400
"28132","UCIAMS-167039",400,500,400
"28129","UCIAMS-167036",400,500,400
"52963","UCIAMS-HC 6462E",400,500,400
"28133","UCIAMS-167040",400,500,400
"28152","UCIAMS-169872",400,500,300
"52961","UCIAMS-HC 6460E",0,500,-200
"28157","UCIAMS-169860",0,500,-200
"28131","UCIAMS-167038",0,500,-200
"28174","UCIAMS-173038",-100,500,-200
"28149","UCIAMS-169865",-100,500,-200
"28145","UCIAMS-169858",-100,400,-200
"28153","UCIAMS-169873",-100,400,-200
"28173","UCIAMS-173037",-100,400,-200
"28146","UCIAMS-169862",-100,400,-200
"28181","UCIAMS-173048",-100,400,-200
"28158","UCIAMS-169866",0,400,-200
"28169","UCIAMS-173032",200,400,0
"52957","UCIAMS-HC 6456E",200,400,0
"28127","UCIAMS-167034",200,400,0
