"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10262,"TX-4090",1074,1224,944
10263,"Beta-15642",1054,1164,974
10265,"Beta-14059",604,714,514
10266,"Beta-17798",594,644,534
10267,"Beta-17799",1044,1164,964
10268,"Beta-17801",854,924,774
10269,"Alpha-2362",564,694,444
10270,"Alpha-2363",574,724,454
10271,"Alpha-2364",784,1034,564
10272,"Alpha-2365",574,704,454
10273,"Alpha-2366",704,874,554
10274,"WU-TL-91a1",1140,1290,980
10275,"WU-TL-91a2",1180,1330,1030
10276,"WU-TL-91b2",1070,1220,910
10277,"WU-TL-101n",1094,1254,904
