"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52645","UCIAMS-S91653",20194,20394,19974
"52646","UCIAMS-S91652",17344,17694,17124
"52644","UCIAMS-S91654",16974,17084,16754
"52697","UCIAMS-222281",15124,15224,15014
"52698","UCIAMS-222282",15094,15204,14994
"52753","UCIAMS-182912",15054,15164,14954
"52772","UCIAMS-125320",15024,15144,14874
"52639","TEMP190",15024,15144,14874
"52709","UCIAMS-236970",14984,15094,14694
"52733","UCIAMS-264039",14954,15084,14644
"52642","UCIAMS-125335",14944,15094,14604
"52706","UCIAMS-236966",14944,15074,14624
"52704","UCIAMS-236964",14934,15064,14614
"52677","UCIAMS-214111",14934,15064,14614
"52745","UCIAMS-222448",14924,15054,14604
"52751","UCIAMS-182910",14904,15054,14584
"52754","UCIAMS-236962",14894,15044,14574
"52637","UCIAMS-115591",14864,15004,14544
"52663","UCIAMS-109442",14864,14984,14564
"52674","UCIAMS-214104",14774,14964,14524
"52755","UCIAMS-236968",14704,14964,14484
"52752","UCIAMS-182911",14704,14964,14484
"52673","UCIAMS-214103",14684,14954,14474
"52738","UCIAMS-212477",14674,14944,14454
"52705","UCIAMS-236965",14674,14944,14454
"52696","UCIAMS-214095",14654,14934,14414
"52670","UCIAMS-214100",14654,14934,14414
"52626","UCIAMS-S91651",14644,14924,14394
"52700","UCIAMS-182913",14634,14914,14384
"52635","UCIAMS-115585",14624,14914,14364
"52721","UCIAMS-214120",14604,14884,14354
"52778","UCIAMS-207056",14594,14904,14334
"52690","UCIAMS-214089",14574,14864,14344
"52756","UCIAMS-207018",14564,14864,14334
"52655","UCIAMS-222273",14544,14834,14334
"52624","UCIAMS-S91645",14504,14824,14314
"52783","UCIAMS-148046",14504,14834,14244
"52743","UCIAMS-212483",14474,14814,14294
"52742","UCIAMS-212482",14474,14814,14294
"52707","UCIAMS-236967",14474,14814,14294
"52668","UCIAMS-214097",14464,14804,14274
"52629","UCIAMS-S91646",14454,14804,14244
"52728","UCIAMS-264034",14444,14804,14244
"52684","UCIAMS-184639",14444,14804,14244
"52777","UCIAMS-141501",14444,14804,14214
"52765","UCIAMS-212486",14434,14804,14224
"52768","UCIAMS-141499",14404,14794,14194
"52749","UCIAMS-214099",14394,14794,14204
"52780","UCIAMS-143011",14264,14774,14124
"52785","UCIAMS-148049",14274,14784,14104
"52758","UCIAMS-184043",14184,14734,14104
"52734","UCIAMS-264042",14174,14324,14104
"52623","UCIAMS-S91644",14174,14324,14104
"52699","UCIAMS-182909",14154,14304,14094
"52701","UCIAMS-182914",14134,14284,14074
"52763","UCIAMS-91683",14124,14284,14074
"52633","UCIAMS-S91683",14124,14284,14074
"52716","UCIAMS-222279",14114,14224,14064
"52708","UCIAMS-236969",14104,14194,14064
"52789","TEMP194",14254,14934,13784
"52695","UCIAMS-214094",14094,14184,14054
"9595","UCLA-1292Y",14254,14934,13784
"52658","UCIAMS-222278",14094,14154,14054
"52687","UCIAMS-214086",14094,14164,14054
"52730","UCIAMS-264036",14084,14154,14044
"52769","UCIAMS-141500",14084,14174,13964
"52727","UCIAMS-264033",14074,14144,14034
"52781","UCIAMS-148045",14074,14164,13894
"52759","UCIAMS-214122",14074,14144,13924
"52692","UCIAMS-214091",14054,14094,13894
"52683","UCIAMS-184638",14054,14094,13894
"52656","UCIAMS-222276",14054,14084,13904
"52676","UCIAMS-214110",14044,14084,13884
"52723","UCIAMS-214124",14044,14084,13884
"52782","UCIAMS-209642",14014,14104,13844
"52771","UCIAMS-184038",14014,14084,13854
"52679","UCIAMS-214114",14014,14064,13864
"52737","UCIAMS-212476",13994,14064,13854
"52693","UCIAMS-214092",13994,14064,13854
"52640","UCIAMS-S91676",13944,14064,13834
"52712","UCIAMS-209428",13924,14044,13834
"52722","UCIAMS-214123",13924,14044,13824
"52784","UCIAMS-148048",13924,14054,13814
"52718","UCIAMS-184473",13924,14044,13824
"52686","UCIAMS-184666",13924,14034,13824
"52625","UCIAMS-S91650",13924,14034,13824
"52630","UCIAMS-S91677",13914,14034,13814
"52731","UCIAMS-264037",13914,14024,13814
"52657","UCIAMS-222277",13914,14014,13814
"52787","TEMP192",13894,14134,13634
"52689","UCIAMS-214088",13914,14014,13804
"9594","UCLA-1292X",13894,14134,13634
"9597","UCQC-302B",13944,14814,13464
"52631","UCIAMS-S91678",13874,14004,13794
"52729","UCIAMS-264035",13864,14004,13784
"52732","UCIAMS-264038",13804,13994,13744
"52643","UCIAMS-125336",13814,14004,13674
"52685","UCIAMS-184640",13804,13994,13684
"52627","UCIAMS-115592",13804,13994,13684
"52662","UCIAMS-222286",13794,13984,13674
"52680","UCIAMS-214115",13784,13984,13644
"52636","UCIAMS-115586",13784,13984,13634
"52762","UCIAMS-91682",13754,13874,13624
"52735","UCIAMS-109443",13764,13804,13624
"52666","UCIAMS-182907",13764,13804,13624
"52632","UCIAMS-S91682",13754,13864,13624
"52714","UCIAMS-209434",13724,13794,13624
"52703","UCIAMS-236963",13724,13794,13624
"52774","UCIAMS-143013",13704,13794,13614
"52634","UCIAMS-111956",13694,13784,13614
"52660","UCIAMS-217047",13684,13764,13614
"52779","UCIAMS-141502",13684,13774,13554
"52710","UCIAMS-127076",13684,13764,13604
"52702","UCIAMS-236961",13684,13764,13604
"52647","UCIAMS-222283",13684,13764,13604
"52622","TEMP189",13684,13764,13604
"52711","UCIAMS-181074",13634,13744,13524
"52757","UCIAMS-184037",13614,13744,13524
"52740","UCIAMS-212479",13594,13734,13524
"52681","UCIAMS-214116",13554,13684,13504
"52667","UCIAMS-214096",13554,13644,13504
"52661","UCIAMS-222284",13554,13604,13504
"52675","UCIAMS-214105",13554,13594,13494
"52691","UCIAMS-214090",13554,13594,13484
"52746","UCIAMS-222677",13504,13584,13464
"52788","TEMP193",13504,13754,13294
"9596","UCQC-302A",13504,13754,13294
"52715","UCIAMS-209435",13494,13584,13454
"52724","UCIAMS-222285",13494,13574,13444
