"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52682","UCIAMS-184637",13494,13574,13434
"52628","UCIAMS-S91648",13464,13514,13364
"52776","UCIAMS-125321",13444,13514,13354
"52641","TEMP191",13444,13514,13354
"52760","UCIAMS-214125",13444,13504,13354
"52688","UCIAMS-214087",13444,13494,13364
"52736","UCIAMS-182908",13444,13494,13354
"52744","UCIAMS-212493",13414,13474,13344
"52767","UCIAMS-214109",13404,13474,13334
"52770","UCIAMS-141505",13394,13464,13324
"52669","UCIAMS-214098",13354,13434,13304
"52654","UCIAMS-222272",13344,13424,13304
"52775","UCIAMS-148044",13334,13434,13244
"52750","UCIAMS-214113",13324,13424,13244
"52764","UCIAMS-182917",13314,13414,13224
"52761","UCIAMS-214126",13304,13404,13204
"52678","UCIAMS-214112",13284,13344,13204
"52726","UCIAMS-259727",13274,13334,13194
"52713","UCIAMS-209433",13264,13314,13194
"52664","UCIAMS-212481",13264,13314,13194
"52653","UCIAMS-209641",13244,13304,13184
"52786","UCIAMS-182916",13244,13384,13134
"52719","UCIAMS-214117",13224,13294,13174
"52717","UCIAMS-143012",13224,13294,13174
"52766","UCIAMS-91680",13224,13294,13164
"52638","UCIAMS-S91680",13224,13294,13164
"52747","UCIAMS-228963",13224,13294,13174
"52773","UCIAMS-141507",13204,13294,13134
"52748","UCIAMS-228965",13144,13224,13114
"52694","UCIAMS-214093",13144,13224,13114
"52741","UCIAMS-212480",13124,13164,13094
"52671","UCIAMS-214101",13124,13164,13094
"52652","UCIAMS-209413",13114,13164,13094
"52725","UCIAMS-259724",13104,13154,13034
"52672","UCIAMS-214102",13084,13114,12974
"52665","UCIAMS-212487",13084,13104,12984
"9598","QC-413",13054,13494,12694
"52720","UCIAMS-214119",13034,13094,12934
"52739","UCIAMS-212478",13024,13094,12934
"52651","UCIAMS-207058",12544,12654,12494
"52649","UCIAMS-207054",11214,11234,11184
"52659","UCIAMS-222280",11194,11224,11144
"52648","UCIAMS-207021",11124,11184,10874
"52650","UCIAMS-207057",10794,11054,10714
"52621","ACRF829",7304,7414,7264
