"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
52994,"CAMS-8864",3384,3504,3254
52991,"CAMS-9095",3324,3424,3224
52995,"Beta-49997",3304,3414,3164
9703,"Beta-15619",3294,3384,3094
52996,"Beta-52359",6904,7104,6774
52993,"CAMS-8862",6854,6984,6734
9704,"Beta-15620",6844,6994,6664
9706,"Beta-15622",9114,9404,8794
52988,"CAMS-8865",8894,9074,8714
9705,"Beta-15621",8884,9134,8664
52989,"CAMS-8866",8644,8964,8494
52998,"Beta-49948",9924,10184,9634
52997,"CAMS-8863",9794,10104,9594
52990,"CAMS-8867",9594,9714,9504
9707,"Beta-15623",9524,9764,9314
9708,"Beta-14660",12684,12764,12504
52999,"CAMS-9094",12274,12614,11874
52992,"Beta-52360",11874,12404,11614
