"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7672,"UGa-1970",4664,5284,4204
7674,"TX-2893",4354,4574,4144
7676,"UGa-1969",4254,4614,3904
7673,"TX-2890",3974,4244,3714
7675,"UGa-1976",3874,4374,3454
7677,"UGa-1975",3654,4004,3374
7680,"UGa-1974",2984,3174,2814
7679,"UGa-1977",2884,3184,2554
7681,"UGa-1968",2584,2754,2384
52305,"Tx-2892",2174,2314,2014
52304,"Tx-2888",2074,2284,1964
7684,"TX-2891",1884,2154,1664
7682,"UGa-1965",1844,2034,1664
7683,"TX-2891",1504,1804,1264
