"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
49041,"SI-355",31000,31300,30400
49042,"I-10649",24700,25600,24000
49039,"I-8582",12300,12700,11700
49040,"I-9998",11700,12300,11300
51370,"GSC-2130",7400,7600,7100
53763,"USGS 1257",7500,7600,7400
53762,"USGS 370",4800,4900,4600
53766,"USGS 372",9500,10300,8800
53765,"USGS 1258",9100,9300,8900
53764,"USGS 1256",8000,8200,7800
53767,"USGS 1255",11000,11200,10700
53768,"USGS 371",45300,52500,42600
