"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
28966,"CAMS-17127",14400,14900,14200
28965,"CAMS-17126",14300,14700,14100
28964,"CAMS-13303",14200,14400,14000
28963,"CAMS-13301",13300,13500,13100
53864,"AA26792",41600,44300,39800
53858,"AA26789",41200,43700,39300
53884,"AA26867",40900,43000,38700
53870,"AA26781",40800,42800,38500
53855,"AA26791",40900,42500,39200
53854,"AA26788",40500,42400,38100
53868,"AA26790",40400,42400,37700
53863,"AA26787",39600,41400,36700
53869,"AA26780",39200,41200,36000
53877,"AA26854",30400,31400,29400
53871,"AA26868",30200,31000,29300
53886,"QC-675",27200,30900,21800
53857,"AA26876",27900,28800,27300
53872,"AA26853",27600,27900,27400
53852,"AA26848",27000,27700,26300
28967,"SI-456",27000,27500,26500
53885,"QC-669",26700,28400,25300
53883,"AA26847",24800,25600,24100
53875,"AA26869",24600,25400,24000
53882,"AA26849",23900,24600,23200
53861,"AA26851",23800,24600,23200
53876,"AA26860",23600,24200,23100
53873,"AA26842",23500,24100,23100
53874,"AA26823",23500,24000,23000
53880,"AA26824",23100,23800,22600
53853,"AA26839",22900,23600,22400
53867,"AA26833",21800,22300,21100
53879,"AA26818",21400,22000,20900
53859,"AA26845",19500,20000,19100
53865,"AA26820",19300,19600,19000
53856,"AA26808",19100,19500,18800
53862,"AA26804",18700,19000,18400
53860,"AA26852",18400,18700,18000
53866,"AA26805",17100,17400,16600
53881,"AA26828",15000,15400,14400
53878,"AA26819",14900,15200,14400
