"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
54126,"Beta-26060",11884,12234,11624
51348,"GAK-4512",11514,11964,10884
54129,"UCIAMS-180837",174,294,4
54128,"UCIAMS 180835",184,284,14
54127,"UCIAMS-180836",194,274,14
54134,"UCIAMS-198110",3294,3364,3264
54133,"GAK-4508",3044,3274,2854
54132,"GAK-4510",2714,2894,2454
54131,"GAK-4511",2504,2704,2254
54130,"GAK-4509",2424,2694,2174
54138,"UCIAMS-198109",7374,7434,7344
54137,"UCIAMS-180834",7074,7154,7014
54136,"UCIAMS-198105",6854,6924,6794
54135,"UCIAMS-198107",6724,6784,6684
54139,"UCIAMS-211918",7824,7914,7764
54144,"UCIAMS-211918",8024,8114,7994
54143,"UCIAMS-211918",8024,8064,7984
54142,"UCIAMS-198108",7994,8014,7964
54141,"UCIAMS-198111",7974,8014,7944
54140,"UCIAMS-198106",7944,7974,7884
