"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53840","AA26795",42900,48400,39600
"53841","AA26785",39700,42300,36800
"53842","AA26875",29700,30800,28700
"53847","AA26857",24800,25200,24400
"53844","AA26862",24600,25300,24000
"53845","AA26836",23500,24000,23000
"53846","OxA-10036",23400,23800,23100
"28525","QC-668",22100,22900,21200
"53843","AA26812",18900,19300,18500
"53838","OxA-9798",13900,14100,13700
"53839","OxA-9800",10900,11200,10700
