"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10970,"TEMP344",6864,7104,6684
10969,"TEMP343",6464,6644,6324
10968,"TEMP342",6134,6274,5984
10967,"TEMP341",6124,6284,5944
10966,"TEMP340",6074,6244,5944
10965,"TEMP339",5904,6094,5754
10964,"TEMP338",5834,6004,5624
10972,"ISGS-916",1834,1964,1744
10976,"ISGS-935",1824,1944,1744
10973,"ISGS-931",1794,1894,1714
10974,"ISGS-834",1784,1874,1674
10975,"ISGS-929",1774,1864,1654
10977,"ISGS-904",1774,1864,1654
10982,"TEMP350",7624,7794,7514
10981,"TEMP349",7624,7714,7534
10980,"TEMP348",7604,7674,7514
10979,"TEMP347",7604,7714,7484
10978,"TEMP346",7584,7664,7474
10985,"TEMP353",4524,4784,4364
10984,"TEMP352",4474,5014,3954
10983,"TEMP351",4414,4614,4184
