"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8687,"GAK-1834",3694,3874,3514
8688,"GAK-1835",3674,3864,3494
8690,"GAK-2421",3344,3554,3124
8689,"GAK-2420",3294,3454,3064
8696,"GAK-2424",7014,7264,6744
8691,"GAK-1832",2394,2684,2154
8695,"GAK-1844",2214,2394,2014
8693,"GAK-2428",2204,2464,1974
8692,"GAK-1833",2174,2334,1984
8694,"GAK-2425",1714,1944,1504
8697,"GAK-1831",2184,2324,2004
8698,"GAK-2419",1334,1494,1184
8699,"GAK-2418",844,984,714
8700,"GAK-1841",1444,1624,1314
8701,"GAK-2427",6954,7244,6674
8702,"GAK-1840",6564,6824,6334
8706,"GAK-1839",5014,5294,4864
8703,"GAK-1121",4944,5224,4814
8704,"GAK-2423",4704,4874,4464
8707,"GAK-1838",4604,4814,4374
8705,"GAK-2422",4564,4814,4264
8710,"GAK-1837",5394,5604,5064
8709,"GAK-1122",5044,5274,4874
8708,"GAK-1836",4894,5244,4614
8711,"GAK-1834",4554,4794,4314
8712,"GAK-1123",4454,4774,4154
