"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
9502,"A-1072",1404,1524,1314
9501,"A-735",1214,1354,994
9505,"A-771",1404,1704,1284
9506,"A-743",1394,1654,1264
9503,"A-814",1394,1524,1314
9507,"A-742",1384,1514,1304
9504,"A-786",1324,1424,1204
9510,"A-741-1",1274,1424,1114
9511,"A-601",1244,1394,1084
9509,"A-817",1224,1384,1044
9508,"SI-190",1184,1284,1034
9512,"A-604",954,1134,794
9513,"A-603",924,1104,764
9516,"A-734",1154,1324,1004
9517,"A-731",1104,1294,954
9515,"SI-187",1064,1214,964
9518,"A-596",1044,1204,864
9519,"GX-328",1424,1614,1304
9520,"SI-189",1184,1284,1024
9521,"SI-188",904,1044,784
9522,"A-599",884,1084,714
9523,"GX-329",2354,2654,2074
9527,"A-873",1824,2274,1434
9525,"A-816",1604,1824,1414
9524,"A-818",1314,1514,1094
9526,"A-815",1074,1274,854
9528,"A-689",964,1194,764
9529,"A-788",864,1064,694
