"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53607","ISGS-651",964,1094,824
"53601","ISGS-776",974,1084,844
"53594","ISGS-905",954,1054,824
"53603","ISGS-811",924,1034,804
"53602","ISGS-810",904,1014,784
"53598","ISGS-620",884,994,774
"53596","ISGS-914",884,984,784
"53604","ISGS-824",874,974,764
"53595","ISGS-913",874,954,764
"53606","ISGS-627",854,944,724
"53605","ISGS-623",854,944,724
"53600","ISGS-646B",824,914,704
"53599","ISGS-646A",824,914,704
"53597","ISGS-595",814,914,694
