"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"29810","S-2500",7724,7984,7484
"29787","RL-334",6464,6654,6314
"29805","GSC-803",6204,6804,5664
"29795","AECV-843 C",5864,6124,5664
"29786","RL-333",5824,6114,5624
"29809","GaK-1476",4564,4804,4304
"29807","AECV-357 C",4184,4684,3744
"29808","GaK-1474",3224,3444,2954
"29821","AECV-60 C",2844,3174,2474
"29784","RL-332",2824,2994,2574
"29783","GX-1253",1854,2024,1704
"29794","AECV-1479 C",1804,1974,1634
"29778","Gak-1475",1784,2044,1554
"29780","RL-330",1754,1944,1574
"29793","AECV-1480 C",1584,1724,1424
"29806","Beta-7718",1544,1704,1404
"29779","GX-1252",1544,1794,1344
"29819","AECV-1444 C",1534,1714,1374
"29803","Beta-7792",1504,1684,1374
"29818","AECV-1549 C",1444,1584,1324
"29817","AECV-1545 C",1434,1544,1324
"29816","AECV-1550 C",1364,1504,1294
"29782","GX-1220",1364,1524,1214
"29815","AECV-1442 C",1334,1484,1194
"29792","AECV-1482 C",1314,1444,1184
"29814","AECV-1443 C",1274,1394,1094
"29781","RL-331",1234,1384,1054
"29813","AECV-1546 C",1224,1354,1064
"29791","AECV-1548 C",1224,1344,1084
"29790","AECV-1481 C",1164,1284,1004
"29789","AECV-1551 C",1124,1274,974
"29775","RL-257",1114,1274,964
"29823","AECV-21 C",1074,1194,974
"29802","AECV-63 C",1064,1244,914
"29812","AECV-1441 C",1034,1234,844
"29788","AECV-1552 C",974,1154,814
"29820","AECV-23 C",964,1114,814
"29777","GSC-983",924,1204,724
"29796","AECV-66 C",1014,1964,334
"29776","RL-256",904,1134,734
"29799","AECV-67 C",854,1484,324
"29822","AECV-119 C",644,804,534
"29774","GSC-992",654,914,414
"29801","AECV-62 C",484,664,224
"29797","AECV-65 C",504,634,334
"29811","AECV-1140 C",424,584,204
"29800","Beta-7793",384,494,164
"29804","SFU-1144",334,474,84
"29798","AECV-64 C",254,434,34
