"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7027,"TEMP50",15754,16794,14814
52159,"CAMS-17138",15264,15514,15074
52150,"CAMS-19993",14904,15094,14504
52155,"CAMS-16397",14694,15034,14364
52157,"CAMS-17136",14374,14804,14124
52148,"CAMS-19985",14204,14764,14084
52161,"CAMS-19995",14114,14694,13884
52149,"CAMS-19986",14004,14124,13834
52153,"CAMS-17134",13944,14084,13824
52156,"CAMS-16387",13934,14064,13814
52160,"CAMS-16395",13844,14024,13634
52158,"CAMS-16399",13704,13954,13564
52152,"CAMS-16386",13534,13664,13424
52151,"CAMS-19994",3564,3694,3464
52147,"CAMS-19984",3484,3584,3404
40876,"CAMS-16390",13894,14034,13724
