"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
9695,"L-290R",35700,47500,30800
9696,"L-244",19200,19800,18800
9697,"UCLA-106",14100,16300,12500
52981,"UCLA-1898",32900,37500,30300
52986,"Beta-85274",22900,23000,22600
52985,"Beta-85077",22100,22300,22000
52978,"M-599",20600,24400,17900
52984,"Beta-96610",16700,17000,16500
52982,"CAMS-24429",15300,16400,14200
52979,"UCLA-141",15000,15600,14300
52980,"UCLA-290T",14800,15500,14100
52983,"CAMS-71697",13000,13100,12900
