"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8582,"ETH-3675",134,294,-6
8581,"Beta-24418",134,294,-6
8583,"Beta-23031",854,954,754
8585,"CAMS-20351",554,644,504
8584,"CAMS-20350",404,474,304
8590,"ETH-5044",1584,1694,1434
8589,"Beta-30016",1584,1694,1434
8588,"CAMS-20345",1034,1174,944
8587,"CAMS-20353",564,644,524
8586,"CAMS-20352",394,474,184
8593,"CAMS-20355",1004,1134,914
8592,"CAMS-20346",764,904,694
8591,"CAMS-20354",554,634,514
8595,"Beta-36871",1524,1694,1384
8594,"Beta-36870",1304,1394,1184
8598,"CAMS-20356",2964,3144,2814
8597,"CAMS-20347",2384,2664,2194
8596,"CAMS-20357",1984,2114,1874
