"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7354,"TX-153",11724,12154,11414
54076,"D-AMS 034555",11704,11864,11434
7356,"TX-658",11684,12114,11314
7355,"TX-657",11624,11864,11274
7358,"TX-47",2864,3094,2754
7359,"TX-106",2854,3064,2734
54072,"D-AMS 027372",2634,2724,2524
7360,"TX-131",2654,2784,2434
7362,"TX-194",1554,1704,1414
7361,"TX-151",1364,1574,1124
7363,"TX-152",7954,8324,7624
54074,"D-AMS 031257",6884,6964,6794
54075,"D-AMS 031258",6784,6884,6694
54073,"D-AMS 031259",6774,6884,6684
52227,"AA-344",14184,15484,13644
54077,"D-AMS 034547",13994,14144,13824
