"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
53573,"ISGS-875",16054,16304,15794
53557,"ISGS-415",14364,14814,14114
53558,"ISGS-328",11124,11274,10814
53552,"ISGS-292",9454,9534,9274
53571,"ISGS-1065",9094,9344,8804
53555,"ISGS-337",9094,9304,8824
53556,"ISGS-414",6614,6774,6454
53553,"ISGS-329",4394,4624,4184
53567,"ISGS-956",3154,3334,2984
53583,"UCLA-1919E",1264,1334,1184
53582,"UCLA-1919D",1234,1294,1134
53565,"ISGS-1205",874,1014,754
53574,"ISGS-783",9104,9354,8804
53554,"ISGS-336",9124,9314,9014
53576,"ISGS-923",8774,9094,8474
53561,"ISGS-316",8644,8994,8384
53559,"ISGS-303",8474,8704,8274
53566,"ISGS-859",8124,8304,8024
53560,"ISGS-338",7854,8024,7684
53568,"ISGS-809",7834,7954,7704
53564,"ISGS-1136",7824,7934,7704
53575,"ISGS-800",7814,8044,7624
53570,"ISGS-848",7794,7934,7684
53572,"ISGS-1082",7764,7924,7624
53569,"ISGS-835",7724,7864,7604
53580,"ISGS-1000",7704,8084,7384
