"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"900604","Beta-2433",1332,1507,1192
"900606","Beta-2436",1302,1372,1192
"900602","Beta-2437",1232,1292,1132
"900603","Beta-3314",1187,1282,1012
"900605","Beta-2438",1132,1277,822
