"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
80262,"event",8502,9377,7767
80263,"event",5387,5542,5212
80264,"event",2762,3272,2282
80255,"event",17252,17377,17127
80262,"bounds",NA,11107,6032
80263,"bounds",NA,5892,4862
80264,"bounds",NA,4317,1242
80255,"bounds",NA,17587,16912
