"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
80615,"event",1087,1187,982
80616,"event",837,962,722
80615,"bounds",NA,1382,787
80616,"bounds",NA,1237,457
