"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
83651,"event",457,667,252
513793,"event",807,922,707
83651,"bounds",NA,1097,-168
513793,"bounds",NA,1137,492
