"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
81969,"event",8237,10222,6247
81970,"event",6647,8647,4652
81971,"event",7197,7652,6747
81972,"event",4362,5167,3557
81973,"event",2292,3242,1347
513785,"event",927,1112,787
81969,"bounds",NA,13602,2917
81970,"bounds",NA,12037,1262
81971,"bounds",NA,8402,6007
81972,"bounds",NA,6412,2312
81973,"bounds",NA,4817,-128
513785,"bounds",NA,1442,522
