"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
513760,"event",11617,11852,11407
80851,"event",6647,7807,5497
80849,"event",1707,1877,1537
513760,"bounds",NA,12057,11157
80851,"bounds",NA,9732,3562
80849,"bounds",NA,2142,1322
