"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
82023,"event",29112,38837,19402
513805,"event",27687,37557,17817
82023,"bounds",NA,55178,3347
513805,"bounds",NA,54572,1082
