"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
83872,"event",2042,2082,2007
83873,"event",1802,1832,1777
83872,"bounds",NA,2097,1982
83873,"bounds",NA,1852,1757
