"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
82392,"event",9672,14167,5177
513787,"event",11687,11982,11397
513788,"event",14062,14622,13627
513789,"event",11772,12117,11442
513790,"event",21177,22047,20352
82392,"bounds",NA,21672,-2393
513787,"bounds",NA,12592,10802
513788,"bounds",NA,15572,12662
513789,"bounds",NA,12752,10812
513790,"bounds",NA,23792,18607
