"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
104746,"event",1642,1697,1587
104747,"event",382,472,292
104746,"bounds",NA,1762,1517
104747,"bounds",NA,632,127
