"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
83261,"event",2647,3042,2252
513792,"event",2372,3232,1517
83261,"bounds",NA,3747,1547
513792,"bounds",NA,4547,197
